000740b6c1cc763e,"{'гб', 'галька', 'смартфон', '6', 'белоснежная', 'ru', '128', 'redmi', 'nfc', 's', 'xiaomi', 'note', '10'}"
0083737f904dd9a9,"{'1058', 'lumme', 'фен', 'lu'}"
01378fa92f901df5,"{'ideapad', 'radeon', '256', 'amd', 'w', 'graphics', 'гб', 'x', '81', 'платина', 'серый', 'ггц', '3', '1920', '5', 'ноутбук', '15', 'ssd', '4500', 'ryzen', 'dos', 'rk', '05', 'are', '2', '40033', 'lenovo', '6', 'u', '1080'}"
01601abb0bf5133d,"{'микроволновая', 'серебристый', 'd', 'печь', '2071', 'hym', 'hyundai'}"
01a28e17323d6ef8,"{'xerox', 'bi', '3020', 'phaser', 'лазерный', 'принтер'}"
01e52344308143f6,"{'wgs', 'ws', 'плита', 'белый', 'g', '4', '02', 'газовая', 'weissgauff'}"
0229abcf2ded1058,"{'nivona', 'caferomatica', 'кофемашина', 'nicr', '525'}"
05a95e7066dc4c52,"{'global', 'mi', 'умный', 'браслет', '7', 'черный', 'band', 'xiaomi'}"
05cb692a7fd6c0e6,"{'33', 'акустика', 'defender', 'компьютерная', 'spk'}"
05d4f6d7e4fe8c4b,"{'мм', 'galaxy', 'часы', '40', 'wi', 'fi', 'черный', 'watch', '4', 'умные', 'nfc', 'samsung'}"
0607c04000d78548,"{'canon', 'mf', 'sensys', 'мфу', 'лазерное', '3010'}"
070dd48327cad4d5,"{'2535', 'микроволновая', 'ms', 'черный', 'gis', 'печь', 'lg'}"
0793124d86c65dc5,"{'032', 'nrb', 'холодильник', 'белый', '152', 'nordfrost'}"
07be2569f73bd6b7,"{'18', 'белый', 'hpr', 'zanussi', '1', 'сплит', 'система', 'n', 'a', '09', 'zacs'}"
07d12ec5a962c925,"{'r', 'mb', 'микроволновая', '95', 'черный', 'печь', 'lg', 'dis', '65'}"
08516de8de755f62,"{'canon', 'mf', 'sensys', 'dw', 'мфу', 'лазерное', '443'}"
08d814610482da4a,"{'m', 'hp', 'мфу', 'лазерное', 'pro', 'color', 'laserjet', 'fdn', 'mfp', '479'}"
09824205ce94d7c9,"{'5301', 'honor', 'uhd', 'aapl', '1', '256', 'graphics', 'гб', 'x', 'серый', 'ггц', 'intel', '3', '1920', 'ноутбук', 'ssd', 'wai', 'nbr', 'космический', 'magicbook', 'i', '2', '9', '10110', 'u', 'windows', '1080', 'core', 'home', '14', '10'}"
0ab98256ef22b592,"{'r', 'маршрутизатор', '605', 'tp', 'link', 'er', 'tl'}"
0ac565ce3bfa280b,"{'стиральная', 'bi', 'whe', '1206', 'белый', 'hansa', 'машина'}"
0be9800a9a538231,"{'50', 'au', 'черный', 'u', 'led', '2021', 'samsung', 'ue', 'телевизор', '7500', 'hdr'}"
0c5ac0f8d296c43a,"{'встраиваемая', 'kuppersberg', 'gsm', 'посудомоечная', 'серебристый', '6073', 'машина'}"
0cb3fc4ae2e1d6fd,"{'гб', 'смартфон', 'smart', 'ru', '128', 'ярко', '4', '2021', 'зеленый', 'huawei'}"
0db4a3bd5db1f203,"{'серый', 'x', 'lenovo', '1440', '23', 'h', 'гц', '8', 'монитор', '24', '2560', 'q', '75', 'ips', '10'}"
0e98903bc50f96a4,"{'гб', 'super', 'retail', 'видеокарта', '6', 'geforce', 'gtx', 'msi', 'ventus', 'oc', '1660', 'xs'}"
0faf2717bf811454,"{'p', 'bosch', 'газовый', 'белый', '23', 'водонагреватель', 'проточный', '2', 'wr', '10'}"
100949e164af5333,"{'x', '34', '1440', 'standard', 'гц', '165', 'черный', '3440', 'монитор', 'va', 'gt', 'edition', 'huawei', 'mateview'}"
108edf8f1054d7d4,"{'гб', 'retail', 'gaming', '3060', 'видеокарта', 'asus', 'rtx', 'tuf', 'v', 'g', 'geforce', '8', 'oc', 'ti', 'edition', '2', 'o'}"
1112102ced6b29fe,"{'x', 'am', '7', 'процессор', 'box', 'amd', '8', '4', 'мгц', '5800', '3800', 'ryzen'}"
116a0dea1a4ff02d,"{'thermex', 'белый', 'водонагреватель', 'накопительный', '80', 'omnia', 'электрический'}"
116c9e6140857b4b,"{'700', 'плита', 'gefest', '02', 'газовая', 'коричневый'}"
11777853e7c22618,"{'gaming', 'rk', 'lenovo', '3', 'ip', '6', 'd', 'ach', 'k', '1', 'ноутбук', '15', '82', '201'}"
117f01fe96fc2b89,"{'гб', 'fe', 'смартфон', 'galaxy', '21', 'e', 'sm', 'белый', 'g', '128', '8', 's', 'samsung', '990'}"
11ec463047d7bc56,"{'x', '1440', 'v', 'ea', 'гц', 'черный', 'aoc', 'монитор', '4', '27', '2560', 'q', '75', 'ips'}"
1253c3296a3c0153,"{'серый', 'xiaomi', 'mi', '2020', 'tv', '4', 't', 'led', 's', 'стальной', '2', 'телевизор', '65', 'hdr'}"
125544c9cc07456f,"{'de', 'babyliss', '6709', 'фен'}"
1320d9871e0e41e1,"{'x', 'ece', 'asus', '23', '1920', 'гц', 'черный', '1080', '8', 'монитор', 'va', '24', '75', 'ips'}"
13238d78e9f5777f,"{'wt', 'холодильник', 'серебиристый', 'sa', '5290', '37', 'rb', 'samsung', 'a'}"
13a23947cc15cfe7,"{'desktop', 'nf', 'mi', 'monitor', 'rmmnt', 'x', '75', 'eu', '1920', 'гц', 'черный', '1080', 'монитор', '27', 'xiaomi', 'ips'}"
13bffaadb1f61ba8,"{'acl', 'radeon', '5500', '1', 'amd', 'pro', 'mineral', 'graphics', 'гб', 'x', '4002', 'серый', 'ггц', 'eru', '3', '1920', 'g', '5', 'ноутбук', '15', 'ssd', 'thinkbook', 'ryzen', '512', 'a', '2', '21', 'lenovo', '6', 'u', 'windows', '1080', '10'}"
13f78f44e27fec08,"{'xiaomi', 'mi', 'qled', '2019', 'черный', '5', 'tv', 'cn', 'pro', 'телевизор', '65', 'hdr'}"
14d7de09535f5f24,"{'стиральная', 'белый', 'сушкой', 'kwdi', '1485', 'korting', 'машина'}"
15045e15063ca106,"{'микроволновая', 'horizont', 'белый', 'bfs', 'печь', '1479', '800', 'mw', '20'}"
15cb3a27705c8a79,"{'5301', 'radeon', 'honor', '1', 'amd', 'отсутствует', 'graphics', 'гб', 'x', 'серый', 'ггц', '3', '5600', '1920', '11', '5', 'ноутбук', 'hdd', 'ssd', 'ryzen', '512', 'abcm', 'h', 'космический', 'magicbook', 'windows', '1080', 'home', '16'}"
160fedb205c7f64e,"{'гб', 'fe', 'смартфон', 'galaxy', 'sm', '6', 'синий', 'g', '128', 's', 'samsung', '20', '780'}"
161fca3b6bcf5fcc,"{'33', 'гб', 'смартфон', 'galaxy', '6', 'черный', 'g', '5', '128', 'samsung', 'a'}"
168bf704bf291d84,"{'zanussi', 'zwh', 'водонагреватель', 'накопительный', '15', 'mini', 'зеленый', 'электрический'}"
177ccb3b84125efa,"{'умный', 'lea', '7', 'браслет', 'черный', 'band', 'b', '19', 'huawei', 'графитовый'}"
1795ccd84570377e,"{'робот', '9', 'dreame', 'белый', 'd', 'пылесос', 'ru'}"
187f86e9f768ebeb,"{'mi', 'p', 'черный', 'ru', 'tv', '1', 'led', '32', '2021', 'телевизор', 'xiaomi'}"
18a5d547a136f872,"{'lga', 'intel', '6', 'процессор', '5', 'f', '11400', 'core', '1200', '2600', 'мгц', 'i', 'oem'}"
18f70798698916ae,"{'гб', 'смартфон', 'galaxy', '23', 'черный', '4', 'samsung', 'a', '64'}"
193e2a2bb43ac363,"{'встраиваемая', '25010', 'посудомоечная', 'белый', 'beko', 'машина', 'dis'}"
19a0e085f1c80eb6,"{'r', 'wi', 'fi', '2640', 'link', 'dsl', 'u', 'роутер', '1', 'a'}"
1a3d1cb265de4c4e,"{'blu', '30', 'ariston', 'evo', '2019', 'белый', 'водонагреватель', 'ru', 'синий', 'накопительный', 'электрический'}"
1c370548bdb8590d,"{'робот', 'robot', '3', 'v', 'черный', 'пылесос', 'viomi', 'cleaning', 'xiaomi'}"
1c8762ee8c6d4a9b,"{'плита', 'черный', 'zip', 'электрическая', 'zigmund', 'shtain', '551'}"
1d56acfbc4983b65,"{'lga', '9', 'kf', 'intel', '1700', 'процессор', 'core', '3200', 'мгц', '16', '12900', 'i', 'oem'}"
1d710b10c62c6a00,"{'41', 'мм', 'galaxy', 'часы', 'wi', 'fi', '3', 'watch', 'ru', 'умные', 'nfc', 'розовый', 'samsung', 'бронза'}"
1eca353c3aaa0108,"{'wi', 'fi', 'link', 'dir', 'роутер', 's', '620'}"
1f21918ceb5d345c,"{'cappuccino', 'saeco', 'кофемашина', 'lirika', 'one', 'touch'}"
1f3709ce593ece4a,"{'e', '12', 'ws', 'плита', 'v', 'белый', 'электрическая', 'weissgauff', '2', 'wes'}"
20ba2dcb69e1e35a,"{'50', 'v', 'er', 'водонагреватель', 'накопительный', 'edisson', 'электрический'}"
20cc3e4f7665c876,"{'50', '60', 'черный', 'philips', '7406', 'pus', '2021', 'телевизор', 'hdr'}"
21991eb9be11bcfe,"{'r', 'wi', 'fi', 'mercusys', 'роутер', '301', 'mw'}"
2215bb3c753bac5a,"{'7002', '50', 'au', 'черный', '2022', 'u', 'samsung', 'ue', 'телевизор'}"
250b2183453afede,"{'global', 'гб', 'серый', 'wi', 'fi', '6', '5', '128', 'космический', 'pad', 'планшет', 'xiaomi'}"
257d8f18f913e5d7,"{'стиральная', 'белый', 'сушкой', 'ewta', 'машина', 'graude', '0', '80'}"
25d66337f5007356,"{'гб', 'смартфон', 'galaxy', 'm', 'черный', 'g', '5', '52', '8', '128', 'samsung'}"
26cd2d13903ad9b9,"{'робот', 'mi', 'robot', 'белый', 'пылесос', '1', 'cn', 'cleaner', 's', 'vacuum', 'xiaomi'}"
2714c15923a2aeeb,"{'компьютерная', 'pharos', 'perfeo', 'акустика'}"
28085e941cde1639,"{'бирюса', 'белый', '118', 'холодильник'}"
28b35afffe8435b8,"{'07', 'he', 'acn', 'белый', 'сплит', 'система', 'jax'}"
2948d875bd6e4a2d,"{'caffeo', 'кофемашина', 'melitta', 'solo'}"
29fe74264baec52c,"{'mb', 'микроволновая', 'серебристый', 'dir', 'печь', 'lg', 'w', '65'}"
2a4be1cc65af864a,"{'thermex', 'белый', 'водонагреватель', 'накопительный', '80', 'titaniumheat', 'электрический'}"
2b0ab54004b858af,"{'tp', 'wi', 'fi', 'link', 'tl', 'роутер', '842', 'n', 'wr'}"
2bc1c5675d111d9f,"{'гб', '70', 'nova', 'смартфон', 'crystal', 'синий', '128', '4', 'y', 'huawei'}"
2bcb6cbc8732a9b6,"{'микроволновая', 'panasonic', 'серебристый', 'черный', 'mszpe', 'печь', 'nn', 'c', '69'}"
2c278b066237ccc0,"{'часы', 'ru', 'умные', 'розовый', 'bip', 'amazfit'}"
2ce6f8d283aa69c5,"{'ос', 'radeon', 'v', '7000', '1', '256', 'amd', '8', '3500', 'yru', 'гб', 'x', 'без', 'серый', 'ггц', '1920', '5', 'ноутбук', 'c', '15', 'ssd', 'ryzen', 'iron', 'ada', '2', 'lenovo', '6', 'u', '1080', '82', 'vega'}"
2d779b8a8ff7d278,"{'e', 'ws', 'плита', 'v', 'белый', 'электрическая', '02', 'weissgauff', '2', 'wes'}"
2d9276456599a944,"{'07', 'nt', 'd', 'белый', 'сплит', 'система', '65', 'newtek'}"
2e5af7eb35741f68,"{'buds', 'galaxy', 'белый', 'беспроводные', 'pro', 'наушники', 'samsung'}"
2e9d9df33a9c55f0,"{'гб', 'смартфон', 'm', 'заряженный', '6', 'черный', 'g', 'ru', '128', '4', 'poco', 'pro', 'xiaomi'}"
2ea467129e23718e,"{'стиральная', 'teka', 'белый', 'li', '5', '1080', 'exp', 'машина'}"
2eb451c97426f306,"{'индукционная', 'плита', 'кт', 'kitfort', '144'}"
2f92010236ee9319,"{'гб', 'серый', 'galaxy', 'wi', 'tab', 'fi', '3', 'cellular', '8', '32', 'темно', 'samsung', 'a', 'планшет'}"
2fb0f64b2f454ce5,"{'hf', 'electrolux', '3', 'белый', 'eacs', 'y', 'сплит', 'система', 'n', '22', '09'}"
3024dbf152225504,"{'белый', 'беспроводные', '7', 'mv', 'футляром', 'airpods', 'наушники', 'n', 'apple', '2', 'зарядным'}"
31312fb0f5ebc4a2,"{'микроволновая', 'mw', 'черный', '262', 'печь', 's', 'national', 'nk', '20'}"
31862a08efb59198,"{'retail', 'видеокарта', 'geforce', 'gtx', 'msi', '4', 'oc', 'ti', 'gt', '1050'}"
32a7b966f7ab8c72,"{'moser', '0050', 'фен', '4350'}"
32f6854f801cbf10,"{'встраиваемая', '45', 'mid', 'midea', '130', 'посудомоечная', 'серебристый', 's', 'машина', 'i'}"
3312f087da822eaa,"{'nr', 'холодильник', 'белый', '403', 'aw', 'nordfrost'}"
343e6f18eed4247e,"{'lga', 'intel', '3', '3700', 'процессор', 'box', 'f', '4', 'core', '1200', 'мгц', 'i', '10105'}"
3478f4ee87d43aee,"{'lga', 'intel', '1700', '6', 'процессор', '5', 'f', 'core', 'мгц', '2500', '12400', 'i', 'oem'}"
349fdfb870581e8c,"{'робот', 'mi', 'robot', 'eu', 'черный', 'пылесос', 'ultra', 'vacuum', 'mop', 'xiaomi', '2'}"
3506a28b65ac9e2b,"{'thermex', 'белый', 'водонагреватель', 'накопительный', 'titaniumheat', '150', 'электрический'}"
3548c7f528527e95,"{'30', 'electrolux', 'quantum', 'белый', 'водонагреватель', 'накопительный', 'ewh', 'pro', 'электрический'}"
35b3667e9c4d5ab3,"{'thermex', '5000', 'surf', 'белый', 'водонагреватель', 'проточный', 'душ', 'электрический'}"
35dcbf60d7bbfcee,"{'ge', 'микроволновая', 'белый', 'bw', 'печь', '88', 'samsung', 'suw'}"
364c0875ba59dbbb,"{'midea', 'белый', 'водонагреватель', 'mwh', 'накопительный', '5015', 'cvm', 'электрический'}"
3739ab3aad1cc751,"{'wi', 'fi', 'mercusys', 'ac', 'роутер', '10'}"
3770f7338ab697da,"{'magsafe', 'белый', 'беспроводные', 'airpods', 'pro', 'наушники', 'apple'}"
377312a4a7d64f81,"{'hp', 'лазерный', 'принтер', 'w', 'laser', '107'}"
377541fb839e74c8,"{'lga', '3600', 'intel', '3', 'процессор', 'f', '10100', 'core', '4', '1200', 'мгц', 'i', 'oem'}"
37b6e131f080f0da,"{'mi', 'true', 'wireless', 'беспроводные', 'черный', 'earphones', 'pro', 'наушники', '2', 'xiaomi'}"
37b7e8e97bd33f12,"{'ws', 'wi', 'fi', 'роутер', '7100', 'huawei'}"
3914651e72846423,"{'встраиваемая', 'стиральная', '28541', 'bosch', 'eu', 'wiw', 'машина'}"
391e608092fe27de,"{'hf', 'акустика', '180', 'компьютерная', 'genius', 'sp'}"
3957c93dce19b3fe,"{'гб', 'серый', 'matepad', 'wi', 'fi', '2022', '4', 'матовый', 'huawei', '64', 'планшет', '10'}"
3abd00f4ca1adfcc,"{'черный', '75006', 'led', 'up', 'lg', '2021', 'lf', '55', 'телевизор', 'hdr'}"
3c096a1f539c1daf,"{'индукционная', 'плита', 'черный', 'hyc', '0101', 'hyundai'}"
3d97593a7a33e57a,"{'07', 'белый', '1', 'мобильный', 'hpac', 'кондиционер', 'hyundai'}"
3e0ce7036a5a0195,"{'микроволновая', 'smg', 'серебристый', 'печь', 'caso', '20'}"
3e67027c91e41af1,"{'mi', 'smart', 'умный', 'браслет', 'черный', 'ru', 'band', '4', 'nfc', 'xiaomi'}"
3edadb7a2d627f65,"{'робот', 'черный', 'пылесос', '5', 'ru', 'roborock', 's', 'max'}"
3ef0e6e982996562,"{'гб', 'смартфон', 'galaxy', 'белый', 'g', '5', '73', '128', '8', 'samsung', 'a'}"
3f844bec1d74466d,"{'3', 'белый', 'беспроводные', 'airpods', 'наушники', 'apple'}"
3fc7aa1177989cca,"{'гб', '9', 'nova', 'смартфон', 'черный', 'ru', '128', '8', 'huawei'}"
40037632f88f0617,"{'акустика', '35', 'defender', 'компьютерная', 'spk'}"
40fb45575beccb56,"{'r', 'микроволновая', 'белый', '23', '35', 'печь', 'lg', 'mw', 'gih'}"
41142f2def7d724f,"{'500', 'water', 'фен', 'h', 'ionic', 'dryer', 'hair', 'xiaomi'}"
411f7f7ba0be16fd,"{'thermex', 'drift', 'белый', 'водонагреватель', 'накопительный', '15', 'электрический'}"
42398a549069860c,"{'40', 'ea', 'черный', '2022', 'cn', '2021', 'телевизор', 'xiaomi'}"
432fef74d528586f,"{'freebuds', 'беспроводные', 'черный', '4', 'наушники', 'huawei', 'i'}"
43ae291b3ec558a6,"{'гб', 'retail', 'видеокарта', 'dual', 'asus', 'rtx', 'v', 'g', 'geforce', '8', '3070', 'oc', '2', 'o'}"
43f7583a52960284,"{'30', 'thermex', 'белый', 'водонагреватель', 'накопительный', 'smartline', 'электрический'}"
443fbb7739d5eccb,"{'x', '2721', 'серебристый', 'hsx', '1920', 'гц', 'черный', 'hs', '1080', 'монитор', '27', 's', 'dell', '75', 'ips'}"
44fc96d2d6363eb9,"{'whi', '3060', 'индукционная', 'плита', 'черный', 'weissgauff'}"
46889124439ddfa4,"{'r', 'микроволновая', 'белый', '35', 'печь', 'lg', 'gisw', 'mw', '25'}"
46f81b709a5c80f9,"{'микроволновая', 'ms', 'белый', 'печь', 'dy', '2042', 'lg'}"
471b8b5f9c648910,"{'фен', 'philips', '360', 'bhd', '20'}"
47355d644fa375b2,"{'плита', 'черный', 'mt', 'электрическая', '4210', 'жемчуг', 'marta'}"
4850871069f9073a,"{'tp', 'wi', 'fi', 'link', 'tl', '840', 'роутер', 'n', 'wr'}"
48d9db768fc12833,"{'m', 'd', 'мфу', '6700', 'лазерное', 'pantum'}"
494195cb88d5e3ad,"{'tqhqaurner', 'tqhqaurxer', 'белый', 'сплит', 'система', 'samsung', '09', 'ar'}"
4ab004bd3c60bab9,"{'de', 'кофемашина', 'longhi', 'inissia', 'nespresso', 'en', 'капсульная', '80'}"
4b220b0b1cabd51a,"{'стиральная', 'kuppersberg', 'белый', '1477', 'машина', 'wm'}"
4b59cf0aad60dfe4,"{'45', 'микроволновая', 'белый', 'печь', 'whirlpool', 'fw', 'max'}"
4bdecd6785970f05,"{'акустика', '163', 'компьютерная', 'ok', 'oklick'}"
4c8a5b8f228eaed8,"{'гб', 'x', 'tb', 'wi', 'tab', 'lenovo', 'fi', 'abyss', '6', 'синий', 'k', 'cellular', 'c', '4', '2021', '64', 'планшет', '10'}"
4d63beda626c7f3e,"{'компьютерная', 'sven', '312', 'акустика'}"
4e7b09a6a5d50370,"{'m', 'sdn', 'hp', 'мфу', 'лазерное', '236', 'laserjet'}"
4ee851e0c2dda54c,"{'бежевый', '30', 'wt', 'холодильник', '32', 'rb', 'n', 'samsung', 'a', '0', 'el'}"
4f641eb022b931b9,"{'lga', 'intel', '3', '12100', '1700', 'процессор', 'f', '3300', '4', 'core', 'мгц', 'i', 'oem'}"
4f9bf73be63fa349,"{'general', 'hr', 'белый', 'h', 'gu', 're', 'сплит', 'система', '09', 'climate', 'gc'}"
4fae4dee12611ab9,"{'air', 'белый', 'беспроводные', 'cn', 'наушники', 'se', '2', 'xiaomi'}"
501b4ad757268238,"{'ос', 'ideapad', 'iris', '1', '8', 'graphite', 'graphics', 'серый', 'x', 'без', 'ггц', 'intel', '1920', '7', '5', 'g', 'ноутбук', 'c', 'itl', 'ssd', 'rk', '05', '1165', 'i', '2', 'xe', 'fe', '00', 'lenovo', 'тб', '6', '1080', 'core', '82', '14'}"
516c4c0cca619ea4,"{'mi', 'robot', 'pro', 'vacuum', 'mop', '2'}"
5277163b1a2099dd,"{'встраиваемая', 'bosch', 'hmx', 'посудомоечная', '6', 'серебристый', '1', 'mr', 'машина', 'spv'}"
528e3d99bf396149,"{'мм', 'часы', '45', 'aluminium', 'темная', '7', 'watch', 'series', 'умные', 'ночь', 'apple', 'case'}"
5317b3a4544125ab,"{'beauty', 'dewal', 'фен', 'comfort'}"
536ef2e265b8678c,"{'акустика', 'компьютерная', 'genius', '160', 'sp', 'q'}"
53a206146d4ecba5,"{'стиральная', 'slw', 'tb', '7132', 'lorenz', 'schaub', 'машина'}"
54c9c1029f7053a5,"{'ос', 'ea', 'iris', '90', '0', 'graphics', 'гб', 'x', 'без', 'ггц', 'oled', 'intel', '3', 'asus', 'mist', '1920', '1135', '5', 'g', '7', 'ноутбук', 'ssd', 'ux', 'kg', '325', '512', 'nb', 'zenbook', '763', 'ed', 'i', '2', 'сирень', 'xe', '00', 'sl', 'm', '13', '1080', '4', 'core'}"
54f50670bcf48f9a,"{'41', 'мм', 'часы', 'aluminium', '7', 'watch', 'series', 'сияющая', 'умные', 'apple', 'звезда', 'case'}"
54f849cca17ad46c,"{'mi', '50', 'p', 'черный', 'tv', '1', 'led', '2021', 'телевизор', 'xiaomi', 'hdr'}"
563d494021391f6f,"{'global', 'робот', 'mi', 'robot', 'белый', 'пылесос', 'vacuum', 'mop', 'xiaomi'}"
565cd2e69b1fcdca,"{'hpf', 'белый', 'zanussi', '1', 'сплит', 'система', 'n', 'a', '09', 'zacs', '17'}"
56ce631a5a6b0cc1,"{'mbwm', 'стиральная', 'maunfeld', 'серебристый', '148', 's', 'машина'}"
58330809dae8fcad,"{'retail', 'gaming', 'видеокарта', 'rtx', 'g', 'geforce', 'msi', '8', '3070', 'ti', 'trio'}"
